term,count
peace,4
requires,3
multilateralism,3
person,2
today,2
youth,2
soon,2
conflict,2
impossible,2
general,2
secretary,2
cooperation,2
nations,2
life,2
dialogue,2
human,2
idea,2
rights,2
question,2
need,2
room,2
trust,2
table,2
young,2
people,2
