term,count
secretary general,8
human rights,8
early warning,4
humanitarian law,4
climate change,3
kofi annan,2
young people,2
right policies,2
multilateral development,2
costa rica,2
best team,2
multilateral development banks,2
development banks,2
national level,2
scientific community,2
scientific committee,2
advisory committee,2
difficult areas,2
international law,2
